symbol	globalScore	clinicalPrecedence	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalStage	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
SLC2A2	0.7421463864988622	No data	0.8358525499901824	No data	0.904799702580104	0.793687430215172	No data	No data	No data	No data	No data	No data	No data	0.19892846655180269	No data	No data	No data	No data	0.5611851372588211	0.01451421064690412	0.3316262500971393	No data	1	0	1	1	0	0.09350999999999984	No data	-0.19073359073359075	-0.7806290245255942	0	No data	No data	0	1	0.5
AKT2	0.7175050338173924	No data	0.3986061091364385	No data	0.7711000157301373	0.8860591375189377	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.591106567722393	No data	0.7078103996049905	1	0	0	1	1	1	0.9064450000000001	1	-0.7965802537231108	-0.7157962501206744	0	255	255	-0.5322250000000001	-1	-1
GPD2	0.7068921905305894	0.9986081372456911	No data	No data	0.6173874989078019	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13634460502362294	No data	0.36560958168362895	1	0	0	0	0	0	0.6630000000000003	No data	-0.29420849420849415	-0.7888429076592104	0	No data	No data	No data	-1	-1
SLC30A8	0.6974093822415375	No data	0.9421368941525055	No data	0.7308814240352514	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7534117353877728	No data	0.44685953278442203	No data	1	0	0	0	0	0.024389999999999645	No data	-0.08196359624931049	-0.2849917124074505	0	No data	No data	0	1	0.5
TCF7L2	0.6772682024701681	No data	0.9147530751135547	No data	0.28424142181663353	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9643456312284826	No data	0.46028635992833866	No data	0	0	1	1	0	0.7334400000000002	No data	-0.7158301158301159	-0.8841823322477599	0	255	255	0	-1	-1
PAX4	0.6761979218577042	No data	0.8905301631829737	No data	0.6637189284512575	No data	No data	0.3039653988058105	0.3039653988058105	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3828212160647135	No data	No data	No data	0	0	0	0	0	0	No data	0.15896304467733047	-0.7208680696754449	0	No data	No data	0	No data	No data
NDUFS4	0.6749684045061369	0.9986081372456911	0.4466545428894468	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.4	No data	0.6965250965250964	-0.9211005013496032	0	No data	No data	0	-1	-1
GIPR	0.6743302170705993	0.9683703958849756	0.4925379228235705	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5615911207733489	No data	0.41898590571392924	1	0	0	1	1	0	0	No data	0.7607280750137893	-0.19187701174133848	0	255	No data	0	0.5	0
NEUROD1	0.671465857855922	No data	No data	No data	0.674063159034177	0.8274613634158176	No data	0.607930797611621	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.37370690766265185	No data	No data	No data	0	0	0	0	0	0.8876399999999997	No data	-0.45195808052950914	-0.8743903670838238	0	No data	No data	0	0.75	0.5
MT-ND1	0.6556905258463207	0.9986081372456911	No data	No data	No data	No data	No data	0.3039653988058105	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17827377545849124	No data	No data	1	0	0	0	0	0	0	No data	No data	No data	No data	255	No data	No data	0.5	-1
ENPP1	0.6538895558580068	No data	No data	No data	0.8894598169441027	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	0.24452327637267426	No data	No data	No data	No data	0.5589518597546279	No data	No data	No data	1	1	1	1	0	0	No data	-0.3964699393270822	-0.9712997410684234	0	No data	No data	0	0.5	0
DPP4	0.6432827162361505	0.9981950138708703	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.954188839355206	No data	0.5511044663048749	1	1	1	1	1	1	0.22323999999999983	1	-0.11715388858246001	-0.8838034952024245	0	No data	No data	0	0.5	0
NDUFS3	0.6427179016186971	0.9986081372456911	0.22109446101330793	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15031764449611346	No data	No data	1	0	0	0	0	0	0.3560600000000001	No data	-0.19349145063430773	-0.7604864403007968	0	No data	No data	No data	0.5	-1
KCNQ1	0.6355195912918692	No data	0.8725203545198673	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9395287550350934	No data	No data	1	1	0	1	1	0	0.38609500000000024	1	-0.09167126309983453	-0.9432403169533373	0	255	No data	0	0.5	0
SLC5A2	0.6351936842942173	0.9974377552980216	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9481524627860095	No data	No data	1	1	0	1	1	0	0.53125	1	0.40154440154440163	-0.3508419754899991	0	No data	No data	0	1	0.5
HMGCR	0.6342492877983139	0.9085867500093789	0.46761554622642576	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8010576605938883	No data	No data	1	0	0	1	1	1	0.6734250000000003	1	-0.7436293436293436	-0.3074028175658705	-1	255	No data	No data	0.5	-1
CDKAL1	0.6301224563431727	No data	0.8496053534412038	No data	0.2279740491043579	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7668072629862864	No data	No data	No data	0	0	0	0	0	0.5250450000000001	No data	-0.514396028681743	-0.7857486610232586	0	No data	No data	0	-1	-1
NDUFB8	0.6288540501591654	0.9986081372456911	0.13660499871878812	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07459986365358603	No data	No data	1	0	0	0	0	0	0.05914000000000001	No data	-0.05350248207391062	-0.4870861386104308	0	No data	No data	No data	-1	-1
RFX6	0.6247057987125729	No data	0.8238474259167556	0.7599134970145264	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.36725997868269045	No data	0.4129673908175742	No data	0	0	0	0	0	0.3696100000000001	No data	-0.44600110314396024	-0.660054523539604	0	No data	No data	0	0.75	0.5
NDUFA13	0.618703076068161	0.9986081372456911	0.07536500550878289	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	0	0	0	1	0	0.1666649999999997	No data	0.5127413127413127	-0.5786753726513527	-1	No data	No data	No data	-1	-1
PPARA	0.6178174016419498	0.9640407276737233	0.14606556014244124	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4527601965437367	No data	0.45154059992603157	1	0	0	1	1	1	0.6153849999999998	1	-0.4211803640375069	-0.9589030378978264	0	255	No data	-0.0064099999999999826	0.5	-1
NDUFA5	0.6174892005795394	0.9986081372456911	0.05873194658761143	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1094275435700918	No data	No data	1	0	0	0	0	0	0.13793000000000005	No data	0.6111417539988968	No data	0	No data	No data	No data	0.5	-1
NDUFB6	0.6168825853298671	0.9986081372456911	0.03985184735815274	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23377781548042054	No data	No data	1	0	0	0	0	0	0	No data	0.9526751241036955	No data	0	No data	No data	No data	-1	-1
MT-ND6	0.616156509035007	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.29845066883992144	No data	No data	1	0	0	0	0	0	0	No data	No data	-0.2626188680297503	No data	No data	No data	No data	0.5	-1
NDUFB2	0.6145451510601535	0.9986081372456911	0.049087887715084745	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.14285500000000012	No data	0.7067843353557639	No data	0	No data	No data	No data	-1	-1
NDUFC2	0.613829473725224	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.22189474112824167	No data	No data	1	0	0	0	0	0	0	No data	-0.006839492553778248	0	0	No data	No data	No data	-1	-1
NDUFAB1	0.611704389560787	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15198269940290526	No data	No data	1	0	0	0	0	0	0.29487000000000024	No data	-0.5523441809156096	No data	-1	No data	No data	0	0.5	-1
MT-ND2	0.6108872242568398	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12509920190096774	No data	No data	1	0	0	0	0	0	0	No data	No data	0	No data	No data	No data	0	0.5	-1
NDUFAF3	0.610673313096752	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11806184959283683	No data	No data	1	0	0	0	0	0	0	No data	0.41434087148372867	No data	0	No data	No data	No data	0.5	-1
MT-ND4	0.6103398411310162	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1070911283513457	No data	No data	1	0	0	0	1	0	0	0	No data	No data	No data	No data	No data	0	0.5	-1
MT-ND4L	0.6096588677261778	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08468813750061889	No data	No data	1	0	0	0	0	0	0	No data	No data	No data	No data	No data	No data	No data	0.5	-1
NDUFA10	0.6094278803169999	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07708900253047361	No data	No data	1	0	0	0	1	0	0	No data	0.2662989520132377	-0.4699633750755963	0	No data	No data	0	0.5	-1
MT-ND5	0.6093936596690952	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07596319518400844	No data	No data	1	0	0	0	0	0	0	No data	No data	No data	No data	No data	No data	0	0.5	-1
NDUFA1	0.6091583950062923	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06822334506530414	No data	No data	1	0	0	0	0	0	0.14285500000000012	No data	No data	-0.8508722250290404	0	No data	No data	No data	0.5	-1
NDUFS1	0.6089325406506516	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	1	0	0	0	0	0	0.7042650000000001	No data	-0.22713734142305575	-0.6618650751880195	0	No data	No data	0	0.5	-1
NDUFA2	0.6089325406506516	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	1	0	0	0	0	0	0.2929299999999998	No data	0.5547710976282405	No data	0	No data	No data	No data	-1	-1
MT-ND3	0.6088671499598877	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05864182534138446	No data	No data	1	0	0	0	0	0	0	No data	No data	No data	No data	No data	No data	No data	0.5	-1
NDUFA12	0.6082857759049534	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03951550184475537	No data	No data	1	0	0	0	0	0	0.4482750000000003	No data	0.37297297297297294	0	0	No data	No data	No data	0.5	-1
NDUFB7	0.6082806428514161	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.039346632178752144	No data	No data	1	0	0	0	0	0	0.12409000000000034	No data	0.976061776061776	0	0	No data	No data	No data	-1	-1
NDUFV1	0.6082806428514161	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.039346632178752144	No data	No data	1	0	0	0	0	0	0.7952599999999996	No data	0.2111417539988969	-0.6285074818796199	0	No data	No data	No data	-1	-1
COXFA4	0.6081933809412823	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669727	No data	No data	1	0	0	0	1	0	0.4444450000000003	No data	0.7876447876447876	0	No data	No data	No data	-0.10493750000000013	0.5	-1
NDUFS8	0.6081471834594466	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03495602086266821	No data	No data	1	0	0	0	0	0	0.5	No data	-0.32586872586872584	-0.7183575696040686	0	No data	No data	No data	-1	-1
NDUFAF1	0.6080085910139399	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	1	0	0	0	0	0	0	No data	-0.22095973524544954	No data	-1	No data	No data	No data	-1	-1
NDUFB4	0.6080085910139399	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	1	0	0	0	0	0	0	No data	0.28803088803088794	No data	0	No data	No data	No data	0.5	-1
NDUFB10	0.6080085910139399	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	1	0	0	0	0	0	0.040699999999999646	No data	0.7256480970766686	No data	-1	No data	No data	No data	0.75	-1
NDUFA11	0.6080085910139399	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	1	0	0	0	0	0	0	No data	0.8261445118587976	-0.022023425318627998	0	No data	No data	No data	-1	-1
NDUFS5	0.6080085910139399	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	1	0	0	0	0	0	0	No data	0.21919470490899062	0	-1	No data	No data	No data	-1	-1
NDUFA6	0.6080085910139399	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	1	0	0	0	0	0	0.375	No data	0.6993932708218422	-0.7276503966677363	0	No data	No data	No data	-1	-1
NDUFAF2	0.6079161960502687	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	1	0	0	0	0	0	0.023669999999999903	No data	0.24202978488692772	0	0	No data	No data	No data	-1	-1
NDUFS2	0.6076390111592552	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	1	0	0	0	1	0	0.6112299999999997	0	-0.44875896304467733	-0.6344264618669704	0	No data	No data	No data	0.5	-1
NDUFB3	0.607546616195584	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.015198269940290528	No data	No data	1	0	0	0	0	0	0	No data	0.6542746828461115	-0.022023425318627998	-1	No data	No data	No data	0.5	-1
NDUFA8	0.6074542212319128	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	0	0	0	0	0	0.33139499999999983	No data	0.2445670159955875	-0.6891059635184138	0	No data	No data	No data	0.5	-1
NDUFB5	0.6074542212319128	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	0	0	0	0	0	0	No data	0.7247655819084391	-0.7970037908026695	0	No data	No data	No data	0.5	-1
NDUFS7	0.6074542212319128	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	0	0	0	0	0	0.31925000000000026	No data	-0.4025372311086597	-0.6301919666369088	0	No data	No data	No data	0.5	-1
NDUFB9	0.6074542212319128	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	0	0	0	0	0	0.27374500000000024	No data	0.3357970215113073	-0.551243653830459	-1	No data	No data	No data	0.5	-1
COXFA4L2	0.6070846413772282	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.7126449999999999	No data	0.8619966905681191	No data	No data	No data	No data	0	0.5	0
NDUFA9	0.6070846413772282	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	-0.31417539988968557	-0.7183575696040686	0	No data	No data	No data	-1	-1
NDUFB1	0.6070846413772282	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	0.7461665747380033	No data	-1	No data	No data	No data	-1	-1
NDUFB11	0.6070846413772282	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	No data	No data	0	No data	No data	No data	0.5	-1
NDUFA3	0.6070846413772282	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.047619999999999864	No data	0.6597904026475454	No data	0	No data	No data	No data	0.5	-1
NDUFAF4	0.6070846413772282	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	-0.01147269718698285	No data	0	No data	No data	No data	-1	-1
NDUFA7	0.6070846413772282	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.5575200000000002	No data	0.9178157749586322	-0.4025292816482848	0	No data	No data	No data	0.5	-1
NDUFC1	0.6070846413772282	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	0.7186982901268615	No data	0	No data	No data	No data	0.75	-1
NDUFV2	0.6070846413772282	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.598395	No data	-0.5637065637065637	-0.4025292816482848	0	No data	No data	No data	-1	-1
NDUFV3	0.6070846413772282	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	0.6549365692222835	-0.05373224667943238	0	No data	No data	No data	0.5	-1
NDUFS6	0.6070846413772282	0.9986081372456911	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	0.7108659680088252	-0.9267852223592232	0	No data	No data	No data	0.5	-1
MGAM	0.6047196470893594	0.9880932907421601	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13249220962677485	No data	No data	1	1	0	1	1	1	0	No data	-0.23496966354109217	-0.1250770947412433	0	No data	No data	0	0.5	0.5
AMY2A	0.5997984923419163	0.984352241712298	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04541467260402448	No data	No data	1	0	1	1	1	0	No data	No data	-0.20860452289023712	No data	0	No data	No data	-0.970645	1	0.5
APOE	0.5924952601512928	No data	0.9266069010481762	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9600562379564115	No data	No data	No data	0	1	0	0	0	0	No data	0.531053502482074	-0.9832055691366653	0	255	No data	0	0.5	-1
GAA	0.5818377173123381	0.9475084144123707	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.19140899647660942	No data	No data	1	0	0	1	1	0	0.01785500000000013	0	0.06894649751792614	-0.9386901336257888	0	No data	No data	0	-1	-1
PAM	0.5754371880839976	No data	0.8513848512853143	0.33878053229923205	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10347537425731015	No data	0.4129673908175742	No data	0	1	1	1	0	0.049329999999999784	No data	-0.18290126861555434	-0.7963313921595191	0	No data	No data	No data	0.5	-1
UBE2E2	0.5712073518044537	No data	0.9296467340205766	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.19891972303560895	No data	No data	No data	0	0	0	0	0	0.9751249999999999	No data	-0.6986210700496415	0	0	No data	No data	-0.6890550000000001	-1	-1
MTNR1B	0.571199212002098	No data	0.888618482319798	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8627490921833364	No data	0.3520527248968897	1	1	0	1	1	0	0	1	0.9451737451737452	-0.17073779750080204	0	255	No data	0	No data	No data
SI	0.5693987967650281	0.9292983962955084	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.14638776332375006	No data	No data	1	1	0	1	1	1	0	No data	0.07082184225041366	-0.612931392203036	0	No data	No data	0	1	0.5
MGAM2	0.5684447247380215	0.9292983962955084	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.11500024254819831	No data	No data	1	0	0	1	1	0	0	No data	No data	No data	No data	No data	No data	0	0.5	0.5
JAZF1	0.5678865466186642	No data	0.904268080525323	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5972433455089672	No data	No data	No data	0	0	0	0	0	0.9794249999999998	No data	-0.7539988968560397	-0.37483691099318206	0	No data	No data	No data	0.5	-1
LPL	0.5655588402561879	No data	0.8951315209570052	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.703396532549134	No data	No data	No data	0	1	1	1	0	0.6421050000000001	No data	0.1929398786541643	-0.9101857952112236	0	255	No data	0	0.5	0
KSR2	0.5652714223322836	No data	0.8780775448431376	No data	0.19453785523571876	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.14024512224479724	No data	No data	No data	0	0	1	1	1	0.8263150000000004	No data	-0.8732487589630447	0	0	No data	No data	0	0.5	0.5
GRP	0.5648167305980163	No data	0.9095198789700852	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.39121509154745254	No data	No data	No data	0	1	0	0	0	0	No data	0.8455598455598456	-0.5786388891017213	0	No data	No data	0	0.5	0
CTRB1	0.5643570576136395	No data	0.9232537902262045	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10141432332698354	No data	No data	No data	0	1	1	1	0	0.25855499999999976	No data	0.9332597904026476	-0.029181098548593243	0	No data	No data	-0.8954374999999999	1	0
PDX1	0.5611638814943927	No data	0.11500853951124422	No data	0.7440292838275211	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6638857942654626	No data	0.6165305346352074	No data	0	0	0	0	0	0.39929500000000007	No data	0.7634859349145064	-0.8759758128526307	0	No data	No data	0	0.75	0.5
AGTR1	0.5594339548587529	0.9005183025020299	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3941614737039504	No data	No data	1	0	0	1	1	0	0.7214500000000001	No data	0.2520683949255378	-0.9648072264487106	0	255	No data	0	0.5	0
HMGA2	0.5589164032811953	No data	0.9127971605748504	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.13155765133183073	No data	No data	No data	0	0	0	0	0	0.7706400000000002	No data	0.7869829012686156	-0.7207012587769651	0	No data	No data	No data	0.5	0.5
CTRB2	0.5588798034942782	No data	0.9109444492391069	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1674078006398364	No data	No data	No data	0	1	1	1	0	0.25855499999999976	No data	0.3437396580253722	-0.029181098548593243	0	No data	No data	-0.8954374999999999	1	0
KL	0.5587488336100863	No data	0.8747840762062838	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8863065510053727	No data	No data	No data	1	1	0	0	0	0.2934800000000003	No data	-0.08935466078323218	-0.9761000952536092	0	No data	No data	0	0.75	0
FGFR4	0.5583151726855395	0.12158615952232422	0.8830769454182024	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.2210660624748911	No data	No data	1	1	1	1	1	0	0.5074800000000004	1	-0.1473800330943188	0	0	No data	255	-0.005610000000000071	0.5	0
IGF2BP2	0.5578368147774324	No data	0.8822967863598667	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.706048313387779	No data	No data	No data	0	0	0	0	0	0.7328899999999997	No data	-0.8671814671814672	-0.8672730249871188	0	No data	No data	-0.13188749999999985	-1	0
LIPC	0.5574199764348928	No data	0.5397234129148354	No data	0.7344776028547112	0.3799567485072632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4230129618703416	No data	No data	No data	0	1	1	1	0	0	No data	0.23452840595697744	-0.25316295460357463	0	255	No data	0	1	0.5
ANKH	0.5537890199191281	No data	0.9069534518604627	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07974869977002445	No data	No data	No data	0	0	0	0	0	0.9186999999999997	No data	-0.7275234418091561	-0.8048619447622731	0	No data	No data	No data	-1	-1
RASGRP1	0.552572485135312	No data	0.8884231010062399	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4103335699721201	No data	No data	No data	1	0	1	1	0	0.491845	No data	-0.6466629895201323	-0.6663236260226635	0	No data	No data	0	0.5	0
GRB14	0.5520420897263872	No data	0.8648778036637831	0.15198269940290526	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23372283677507677	No data	No data	No data	0	0	0	0	0	0.2870350000000002	No data	-0.05063430777716493	-0.665999927544755	0	No data	No data	0	0.5	0
NR3C2	0.5507703839589632	0.8762911455413431	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5936862873508182	No data	No data	1	0	0	1	1	0	0.5426850000000002	1	-0.9105350248207391	-0.8903501003255712	0	255	No data	0	-1	-1
PROX1	0.5498679917457073	No data	0.8887632740206134	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3145563843780927	No data	No data	No data	0	0	0	0	0	0.9185899999999997	No data	-0.9423055708769994	-0.923922204848473	0	255	No data	0	1	0
SPRED2	0.5459600970318319	No data	0.8821807110861564	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.317643841752072	No data	No data	No data	0	0	0	0	0	0.6052649999999999	No data	0.5706563706563708	-0.6687576818622439	0	No data	No data	0	-1	-1
